Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow
2012-06-02,Melbourne,4.8,16.3,,2.0,5.8,SSE,39.0,N,SSE,13.0,9.0,86.0,54.0,1024.5,1021.0,,,6.6,15.6,,,
2012-06-08,Melbourne,10.7,15.0,0.0,1.2,0.7,SW,31.0,SW,SW,20.0,20.0,66.0,82.0,1028.1,1027.0,7.0,7.0,11.4,12.2,No,,
2012-06-09,Melbourne,10.0,12.8,,0.8,0.6,SW,30.0,WSW,SSE,17.0,15.0,96.0,95.0,1028.1,1026.7,,,10.3,11.5,,,
2012-06-10,Melbourne,8.8,13.1,,0.2,1.6,SSE,20.0,SW,S,7.0,17.0,88.0,79.0,1028.0,1026.1,,,9.8,12.4,,,
2012-06-15,Melbourne,11.3,16.6,0.4,1.6,6.6,N,44.0,N,NW,19.0,19.0,68.0,45.0,1012.0,1010.6,7.0,5.0,12.0,15.7,No,,
2012-06-16,Melbourne,8.7,14.8,,3.2,4.4,N,48.0,N,NNW,35.0,19.0,67.0,57.0,1014.5,1012.1,,,10.1,14.4,,,
2012-06-22,Melbourne,8.4,12.5,22.4,0.4,1.0,S,48.0,WSW,S,15.0,13.0,84.0,86.0,1004.8,1010.4,8.0,6.0,10.2,9.5,Yes,,
2012-06-23,Melbourne,5.9,14.2,,1.4,5.6,WNW,50.0,N,NNW,22.0,19.0,74.0,57.0,1022.0,1021.7,,,7.1,13.0,,,
2012-06-30,Melbourne,7.8,12.6,0.0,1.8,6.6,N,52.0,N,NW,26.0,22.0,75.0,53.0,1008.4,1008.4,,,8.5,12.3,No,,
2012-07-08,Melbourne,3.2,15.3,0.0,1.8,3.6,N,48.0,NNE,NNE,17.0,30.0,72.0,39.0,1029.8,1026.3,,,5.4,15.2,No,,
2012-07-11,Melbourne,11.4,15.8,2.0,0.4,4.0,NW,56.0,N,N,30.0,30.0,73.0,66.0,1013.3,1013.7,7.0,,12.7,13.6,Yes,,
2012-07-13,Melbourne,9.6,14.9,3.6,0.4,1.5,NW,19.0,NW,NW,9.0,7.0,86.0,66.0,1009.0,1007.1,7.0,6.0,10.4,14.4,Yes,,
2012-07-14,Melbourne,10.4,14.0,,0.6,5.5,WSW,52.0,N,NW,15.0,22.0,66.0,56.0,1008.1,1006.3,,,11.4,13.4,,,
2012-07-27,Melbourne,9.9,14.6,2.6,2.0,2.5,SW,44.0,WSW,S,19.0,24.0,91.0,75.0,1011.4,1012.7,7.0,7.0,11.1,13.2,Yes,,
2012-07-28,Melbourne,8.2,16.1,,1.0,3.4,WSW,48.0,NW,WSW,13.0,28.0,82.0,64.0,1020.1,1019.2,,,10.3,15.5,,,
2012-08-03,Melbourne,6.5,16.2,0.4,1.8,9.1,N,50.0,N,WNW,31.0,6.0,60.0,46.0,1015.6,1013.1,3.0,6.0,10.0,15.0,No,,
2012-08-04,Melbourne,10.0,16.7,,2.6,7.3,N,41.0,W,N,13.0,13.0,76.0,36.0,1015.6,1013.4,,,10.5,15.7,,,
2012-08-10,Melbourne,8.0,15.1,8.2,2.0,2.7,SSW,48.0,SW,S,26.0,28.0,89.0,71.0,1027.1,1027.8,7.0,7.0,11.2,13.0,Yes,,
2012-08-11,Melbourne,9.6,15.5,,1.4,2.6,SSE,44.0,SSW,S,13.0,28.0,87.0,75.0,1030.4,1029.4,,,10.8,13.4,,,
2012-08-17,Melbourne,8.6,11.4,3.6,3.0,1.3,N,54.0,N,S,30.0,9.0,67.0,79.0,998.2,998.9,7.0,7.0,9.2,9.1,Yes,,
2012-08-18,Melbourne,8.9,13.4,,2.0,1.2,SW,59.0,SW,SSW,26.0,33.0,84.0,60.0,1013.3,1016.1,,,11.0,12.4,,,
2012-08-24,Melbourne,7.9,14.4,3.2,4.2,6.7,WNW,59.0,NNW,W,35.0,46.0,58.0,46.0,1007.1,1006.9,7.0,7.0,10.2,13.5,Yes,,
2012-08-25,Melbourne,6.7,14.8,,3.6,7.8,WNW,48.0,NNW,NNW,19.0,30.0,58.0,51.0,1017.4,1015.3,,,10.1,13.2,,,
2012-09-07,Melbourne,8.3,15.4,10.2,7.0,7.9,W,80.0,W,W,39.0,41.0,59.0,43.0,1003.3,1005.8,7.0,7.0,10.9,14.8,Yes,,
2012-09-08,Melbourne,9.7,16.7,,3.8,5.2,WSW,61.0,W,WSW,31.0,33.0,70.0,59.0,1016.4,1016.8,,,12.3,15.0,,,
2012-09-14,Melbourne,6.1,15.9,0.8,2.8,0.8,W,39.0,W,WNW,24.0,19.0,67.0,59.0,1020.0,1019.6,7.0,7.0,11.7,15.1,No,,
2012-09-15,Melbourne,10.2,15.8,,1.6,3.9,SSE,28.0,WSW,S,9.0,11.0,71.0,47.0,1026.5,1023.7,,,11.6,15.5,,,
2012-09-21,Melbourne,13.3,18.2,0.2,4.2,7.4,SW,52.0,W,SW,26.0,35.0,67.0,73.0,1013.8,1015.5,7.0,7.0,15.9,16.1,No,,
2012-09-22,Melbourne,11.6,21.3,,3.8,9.3,N,52.0,S,NNE,13.0,9.0,69.0,34.0,1019.0,1012.8,,,14.0,20.4,,,
2012-09-30,Melbourne,7.2,15.8,1.4,3.4,8.6,SW,48.0,WSW,SSW,30.0,22.0,61.0,52.0,1021.0,1022.9,,,11.3,14.9,Yes,,
2012-10-05,Melbourne,11.9,18.0,0.0,10.4,11.1,SW,35.0,SSW,SSE,22.0,24.0,65.0,45.0,1017.8,1018.1,5.0,3.0,14.5,16.7,No,,
2012-10-06,Melbourne,11.3,13.9,,4.4,1.2,S,41.0,SE,S,19.0,22.0,63.0,79.0,1016.7,1016.1,,,12.2,10.5,,,
2012-10-12,Melbourne,8.8,15.2,0.6,1.0,2.7,SSW,46.0,SW,S,20.0,28.0,72.0,55.0,1020.2,1020.3,7.0,7.0,11.7,14.0,No,,
2012-10-13,Melbourne,10.2,17.1,,3.0,4.8,WSW,41.0,WSW,WSW,19.0,17.0,75.0,52.0,1022.7,1021.3,,,11.9,16.6,,,
2012-10-19,Melbourne,11.7,28.4,0.4,3.6,8.8,N,56.0,N,NW,20.0,22.0,78.0,29.0,1012.5,1007.9,7.0,2.0,14.5,26.9,No,,
2012-10-20,Melbourne,12.8,22.2,,6.2,9.0,SW,39.0,W,S,15.0,17.0,66.0,41.0,1015.3,1013.4,,,13.7,21.2,,,
2012-10-26,Melbourne,10.5,15.7,1.6,5.4,6.0,SW,54.0,SW,W,24.0,26.0,64.0,58.0,1013.8,1012.1,6.0,7.0,12.0,14.8,Yes,,
2012-10-27,Melbourne,9.2,15.5,,3.8,1.0,SW,39.0,SW,S,26.0,17.0,70.0,55.0,1021.0,1023.0,,,11.0,14.0,,,
2013-01-25,Melbourne,19.4,27.4,0.0,16.2,3.0,N,70.0,SW,S,39.0,30.0,27.0,63.0,1008.1,1012.4,8.0,6.0,27.4,20.7,No,,
2013-01-26,Melbourne,16.3,21.7,,8.4,2.9,SSE,44.0,SSE,S,30.0,28.0,60.0,51.0,1014.9,1013.7,,,17.2,20.1,,,
2013-01-27,Melbourne,15.0,24.1,,5.4,9.3,S,48.0,SSE,S,26.0,28.0,80.0,54.0,1012.2,1011.2,,,17.4,22.9,,,
2013-03-15,Melbourne,17.8,23.9,0.0,5.6,6.5,S,35.0,W,SSE,7.0,19.0,58.0,42.0,1017.7,1016.9,7.0,3.0,20.0,23.1,No,,
2013-03-16,Melbourne,17.0,23.0,,5.4,1.8,SW,56.0,W,SW,13.0,28.0,70.0,72.0,1015.3,1013.5,,,17.5,19.1,,,
2013-03-28,Melbourne,15.6,22.3,17.4,11.6,4.4,WSW,76.0,W,W,11.0,33.0,73.0,45.0,1015.1,1015.7,6.0,7.0,16.2,18.6,Yes,,
2013-03-29,Melbourne,10.9,18.5,,5.4,3.1,SSW,37.0,W,WSW,15.0,15.0,67.0,52.0,1021.8,1019.9,,,12.6,17.4,,,
2013-03-31,Melbourne,13.9,19.2,4.0,3.8,3.8,SSE,33.0,W,SSW,19.0,13.0,75.0,59.0,1013.6,1015.1,,,15.1,19.1,Yes,,
2013-04-05,Melbourne,10.0,25.2,0.0,3.0,8.4,SSE,30.0,N,NE,15.0,13.0,79.0,55.0,1030.1,1026.6,4.0,6.0,12.0,23.0,No,,
2013-04-06,Melbourne,11.9,28.2,,3.4,9.2,N,44.0,N,NE,20.0,15.0,81.0,31.0,1026.0,1021.8,,,14.1,26.8,,,
2013-04-12,Melbourne,12.0,25.1,1.2,0.8,7.5,N,31.0,W,SSE,7.0,13.0,75.0,49.0,1023.8,1019.0,1.0,6.0,15.3,23.3,Yes,,
2013-04-13,Melbourne,15.3,24.3,,7.0,0.0,N,63.0,N,NNW,33.0,19.0,43.0,37.0,1013.8,1010.1,,,20.0,23.3,,,
2013-04-24,Melbourne,13.6,20.9,0.0,3.8,5.3,W,35.0,NW,W,17.0,26.0,53.0,61.0,1019.3,1017.9,6.0,7.0,15.3,17.8,No,,
2013-05-03,Melbourne,9.3,19.0,0.0,6.8,5.4,N,94.0,N,N,67.0,48.0,47.0,34.0,1021.2,1015.8,7.0,7.0,14.9,18.1,No,,
2013-05-04,Melbourne,11.3,17.1,,4.8,4.3,WSW,63.0,SW,S,22.0,31.0,54.0,48.0,1025.0,1025.6,,,12.3,15.2,,,
2013-05-10,Melbourne,12.7,25.1,0.0,4.6,9.4,N,39.0,N,NNE,19.0,22.0,76.0,33.0,1029.8,1026.6,7.0,6.0,14.5,24.5,No,,
2013-05-11,Melbourne,13.5,24.9,,5.2,8.2,NNE,56.0,N,N,31.0,28.0,52.0,26.0,1026.7,1022.4,,,17.8,24.4,,,
2013-05-17,Melbourne,9.8,16.4,3.8,3.0,3.5,SW,39.0,W,SSW,24.0,19.0,85.0,59.0,1015.5,1015.0,7.0,7.0,12.0,15.6,Yes,,
2013-05-18,Melbourne,10.0,15.3,,1.2,0.8,SSW,39.0,W,W,13.0,17.0,78.0,65.0,1017.9,1016.4,,,11.3,13.4,,,
2013-05-24,Melbourne,4.9,16.7,0.0,1.4,6.7,S,20.0,SW,SSW,13.0,9.0,87.0,55.0,1026.0,1023.9,7.0,6.0,8.0,15.8,No,,
2013-05-25,Melbourne,7.9,19.1,,1.0,8.3,WSW,33.0,NNW,WSW,9.0,24.0,78.0,48.0,1026.2,1023.8,,,12.8,18.2,,,
2013-05-31,Melbourne,14.0,18.6,9.2,2.6,3.7,N,63.0,N,N,39.0,31.0,82.0,69.0,1022.5,1019.1,3.0,7.0,15.7,18.2,Yes,,
2013-06-01,Melbourne,13.7,16.3,,8.0,0.0,S,31.0,N,SSW,13.0,11.0,96.0,85.0,1013.2,1010.7,,,13.9,15.7,,,
2013-06-07,Melbourne,10.9,15.9,17.0,3.6,3.1,N,50.0,W,WSW,28.0,24.0,76.0,51.0,1018.7,1023.0,7.0,7.0,12.7,14.2,Yes,,
2013-06-08,Melbourne,4.9,16.1,,1.8,7.9,N,30.0,N,NNW,17.0,20.0,79.0,43.0,1030.7,1027.7,,,6.8,15.0,,,
2013-06-09,Melbourne,6.1,14.3,,1.6,6.6,N,33.0,N,NNW,20.0,15.0,75.0,54.0,1027.0,1023.4,,,6.9,13.6,,,
2013-06-14,Melbourne,11.0,15.6,10.2,2.4,0.2,S,44.0,S,S,17.0,24.0,79.0,63.0,1013.1,1014.4,7.0,7.0,12.6,13.8,Yes,,
2013-06-15,Melbourne,9.7,14.8,,1.2,2.0,SSE,41.0,WSW,SSE,9.0,17.0,64.0,68.0,1020.7,1020.9,,,10.7,13.3,,,
2013-07-05,Melbourne,9.0,13.9,0.4,4.2,7.3,WNW,63.0,WNW,WNW,33.0,30.0,53.0,41.0,1007.8,1009.5,1.0,7.0,9.4,12.9,No,,
2013-07-06,Melbourne,9.4,16.2,,3.4,4.6,N,48.0,N,NW,31.0,20.0,72.0,41.0,1016.5,1016.4,,,10.2,14.6,,,
2013-07-12,Melbourne,5.9,17.5,0.0,1.2,6.1,N,39.0,N,N,20.0,17.0,81.0,51.0,1030.0,1026.8,2.0,7.0,8.0,16.3,No,,
2013-07-13,Melbourne,8.0,15.1,,2.0,0.0,NNE,43.0,NNE,NNE,19.0,15.0,77.0,74.0,1026.7,1023.6,,,10.8,14.6,,,
2013-07-19,Melbourne,14.3,17.0,7.0,4.4,7.4,N,59.0,N,NNW,39.0,35.0,65.0,59.0,1003.7,1002.4,5.0,7.0,14.9,16.0,Yes,,
2013-07-20,Melbourne,7.9,9.7,,3.2,0.0,NNW,28.0,NNE,WNW,15.0,17.0,81.0,91.0,1003.7,1002.8,,,8.6,7.2,,,
2013-07-26,Melbourne,7.8,15.1,0.6,2.2,6.3,N,54.0,N,NNW,33.0,22.0,83.0,59.0,1025.6,1024.6,7.0,3.0,9.3,14.5,No,,
2013-07-27,Melbourne,9.3,14.1,,2.2,4.0,N,67.0,NNE,NNE,22.0,37.0,67.0,56.0,1026.7,1023.9,,,10.5,13.4,,,
2013-08-02,Melbourne,7.7,13.9,0.0,3.8,5.0,N,67.0,N,WNW,50.0,30.0,52.0,58.0,1011.4,1008.9,6.0,5.0,11.2,12.7,No,,
2013-08-03,Melbourne,7.2,12.9,,2.2,2.3,N,67.0,N,N,33.0,44.0,65.0,62.0,1013.3,1006.9,,,8.8,12.8,,,
2013-08-09,Melbourne,8.3,11.7,6.4,4.4,0.4,N,87.0,N,N,57.0,56.0,80.0,67.0,1013.0,1009.8,8.0,7.0,8.8,11.2,Yes,,
2013-08-10,Melbourne,8.8,18.3,,2.0,9.5,N,44.0,NNW,W,15.0,22.0,65.0,38.0,1016.4,1015.6,,,11.5,17.5,,,
2013-08-16,Melbourne,10.5,17.5,0.0,4.4,8.0,N,93.0,N,NNE,46.0,50.0,55.0,26.0,1015.2,1004.8,4.0,1.0,11.6,17.3,No,,
2013-08-17,Melbourne,9.4,15.8,,4.8,6.3,N,59.0,N,NW,19.0,31.0,62.0,40.0,1007.5,1006.4,,,10.9,14.5,,,
2013-08-23,Melbourne,11.1,15.1,3.2,3.0,0.2,WSW,63.0,W,W,31.0,35.0,74.0,71.0,1008.4,1010.3,8.0,7.0,12.9,14.7,Yes,,
2013-08-24,Melbourne,10.3,16.8,,2.0,1.7,N,31.0,W,WSW,15.0,17.0,81.0,60.0,1022.5,1022.0,,,12.4,15.9,,,
2013-09-06,Melbourne,11.8,15.3,3.2,0.0,0.0,N,31.0,N,NNW,7.0,9.0,76.0,52.0,1027.2,1024.9,8.0,8.0,13.7,14.9,Yes,,
2013-09-07,Melbourne,8.8,20.1,,2.2,5.8,SW,46.0,WNW,SSW,22.0,26.0,63.0,83.0,1025.1,1024.8,,,12.5,13.7,,,
2013-09-13,Melbourne,3.9,16.0,2.0,3.0,2.4,N,57.0,NE,N,9.0,30.0,54.0,35.0,1018.0,1014.8,7.0,7.0,7.8,15.1,Yes,,
2013-09-14,Melbourne,7.8,19.2,,2.6,3.0,N,24.0,W,NW,2.0,7.0,62.0,45.0,1015.3,1013.1,,,12.4,16.1,,,
2013-09-20,Melbourne,10.3,18.4,1.8,2.8,3.7,WSW,54.0,WSW,WSW,28.0,30.0,74.0,63.0,1007.5,1010.0,7.0,7.0,12.1,16.0,Yes,,
2013-09-21,Melbourne,6.4,19.3,,2.8,7.8,N,48.0,N,N,11.0,24.0,72.0,48.0,1016.0,1011.8,,,11.3,18.6,,,
2013-09-24,Melbourne,14.9,24.6,0.0,7.6,8.9,N,54.0,N,NW,22.0,26.0,29.0,32.0,1003.1,1001.7,6.0,6.0,18.4,23.5,No,,
2013-09-27,Melbourne,7.2,20.2,1.4,4.2,10.6,SW,65.0,N,NNW,33.0,37.0,49.0,38.0,1017.7,1011.0,1.0,7.0,12.8,20.0,Yes,,
2013-09-28,Melbourne,8.8,16.4,,5.2,6.2,WSW,70.0,WNW,SW,39.0,30.0,48.0,49.0,1009.2,1012.7,,,13.5,14.1,,,
2013-10-04,Melbourne,5.8,21.5,0.4,3.2,11.2,N,54.0,N,N,13.0,33.0,53.0,40.0,1022.7,1017.1,2.0,6.0,12.9,20.5,No,,
2013-10-05,Melbourne,12.8,25.5,,7.4,5.8,N,80.0,N,N,52.0,41.0,42.0,33.0,1011.2,1006.4,,,15.3,24.6,,,
2013-10-11,Melbourne,10.0,21.3,4.2,0.8,10.3,WNW,43.0,W,W,22.0,26.0,61.0,33.0,1015.5,1014.3,2.0,6.0,12.6,20.3,Yes,,
2013-10-12,Melbourne,11.3,25.5,,4.8,12.2,N,59.0,N,NNW,33.0,31.0,49.0,32.0,1012.7,1007.2,,,16.2,23.7,,,
2013-10-25,Melbourne,7.5,16.3,0.6,3.4,3.6,W,44.0,WNW,WNW,20.0,24.0,62.0,45.0,1024.2,1022.0,7.0,7.0,11.0,15.5,No,,
2013-10-26,Melbourne,10.2,17.2,,3.2,3.9,WSW,39.0,WSW,WSW,19.0,24.0,65.0,49.0,1024.4,1023.5,,,12.3,16.3,,,
2013-11-01,Melbourne,9.5,22.7,0.0,4.6,11.1,SSE,30.0,NNE,ESE,7.0,9.0,60.0,41.0,1021.7,1018.5,3.0,6.0,14.9,21.5,No,,
2013-11-02,Melbourne,12.8,26.1,,4.6,11.4,W,35.0,SW,S,11.0,11.0,52.0,33.0,1016.2,1013.1,,,18.6,24.6,,,
2013-11-08,Melbourne,14.4,18.6,0.0,3.6,0.9,WSW,54.0,NNW,ENE,7.0,22.0,82.0,90.0,1006.8,1006.0,8.0,7.0,15.6,16.0,No,,
2013-11-09,Melbourne,10.3,17.5,,1.8,4.2,SSW,50.0,SW,S,30.0,30.0,73.0,56.0,1014.5,1017.3,,,12.7,16.1,,,
2013-11-15,Melbourne,11.6,19.0,0.2,3.4,7.6,S,44.0,SSW,S,17.0,28.0,77.0,55.0,1019.9,1019.4,7.0,5.0,13.7,18.0,No,,
2013-11-16,Melbourne,10.7,19.0,,4.4,3.6,SSW,37.0,SSE,S,19.0,24.0,64.0,61.0,1019.4,1018.0,,,14.8,17.3,,,
2013-11-19,Melbourne,14.7,31.6,0.0,8.0,12.2,N,61.0,N,NNW,43.0,20.0,32.0,39.0,1008.4,1006.8,6.0,6.0,24.3,26.4,No,,
2013-11-22,Melbourne,13.3,23.0,0.0,6.2,9.5,SW,41.0,WSW,W,19.0,24.0,67.0,37.0,1009.0,1006.8,7.0,4.0,15.1,21.4,No,,
2013-11-23,Melbourne,13.1,20.2,,5.4,5.3,WSW,54.0,WSW,SW,19.0,24.0,87.0,68.0,1007.2,1006.4,,,14.2,17.9,,,
2013-12-05,Melbourne,10.7,16.8,7.6,4.4,4.9,SSW,59.0,WSW,SW,31.0,22.0,54.0,65.0,1001.3,1003.6,7.0,7.0,13.3,14.4,Yes,,
2013-12-06,Melbourne,7.9,19.1,,2.0,8.9,S,39.0,WSW,S,22.0,19.0,57.0,44.0,1017.3,1018.3,,,13.1,17.7,,,
2013-12-07,Melbourne,11.0,27.1,,4.0,12.6,WSW,35.0,N,W,9.0,15.0,55.0,30.0,1021.3,1018.4,,,16.3,24.0,,,
2013-12-09,Melbourne,16.3,18.4,3.6,5.8,1.7,SW,43.0,ESE,SW,9.0,20.0,81.0,91.0,1005.6,1003.5,8.0,,16.6,15.6,Yes,,
2014-01-03,Melbourne,13.9,22.3,0.0,6.2,10.5,SW,56.0,NNE,S,9.0,33.0,66.0,54.0,1003.8,1002.6,5.0,1.0,16.5,20.3,No,,
2014-01-04,Melbourne,13.4,20.7,,7.8,3.8,WSW,50.0,W,W,33.0,26.0,57.0,51.0,1006.5,1006.9,,,15.9,19.1,,,
2014-01-17,Melbourne,25.6,43.9,1.2,17.4,10.2,N,61.0,N,NNW,44.0,24.0,14.0,11.0,1009.0,1004.8,1.0,,34.5,42.3,Yes,,
2014-01-18,Melbourne,21.5,24.0,,16.0,3.4,S,41.0,SSE,S,13.0,31.0,68.0,64.0,1012.1,1013.5,,,22.4,21.6,,,
2014-01-24,Melbourne,16.9,23.0,1.2,8.4,4.1,SSE,43.0,W,S,13.0,24.0,84.0,64.0,1009.4,1009.4,8.0,5.0,19.7,21.6,Yes,,
2014-01-25,Melbourne,15.5,21.0,,4.8,9.2,SSE,50.0,SSW,S,20.0,28.0,45.0,42.0,1019.0,1020.3,,,18.8,19.4,,,
2014-01-26,Melbourne,13.0,27.2,,6.8,13.5,SSE,30.0,ESE,SSE,17.0,17.0,54.0,40.0,1023.3,1019.9,,,17.3,24.9,,,
2014-01-27,Melbourne,16.9,35.3,,8.0,13.4,N,69.0,N,N,52.0,26.0,38.0,20.0,1018.6,1015.5,,,24.8,33.5,,,
2014-02-14,Melbourne,19.4,27.0,0.0,4.0,0.0,S,26.0,SW,SSE,7.0,13.0,73.0,56.0,1006.3,1003.4,7.0,7.0,21.1,25.7,No,,
2014-02-15,Melbourne,21.0,28.9,,4.0,1.8,SSW,37.0,N,SE,13.0,11.0,72.0,53.0,998.0,994.6,,,23.5,28.0,,,
2014-02-21,Melbourne,13.2,20.8,0.0,6.8,4.9,SSE,52.0,WSW,S,22.0,24.0,65.0,48.0,1020.5,1021.8,7.0,6.0,14.8,19.7,No,,
